Main Lines of Code,Logical Lines of Code,Number of committers,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of bugs
2,73,6,0,5,505,0
8,187,26,0,13,5350,0
1,34,14,0,8,5350,0
1,54,12,0,7,828,0
1,70,3,0,2,1126,0
1,130,5,0,4,828,0
1,49,7,0,5,5350,0
4,81,9,0,7,310,0
1,128,11,0,8,310,0
1,53,3,0,2,5350,0
1,41,2,0,2,5350,0
1,55,3,0,3,224,0
1,48,13,0,9,1296,0
3,226,23,0,9,143,0
8,144,9,0,4,310,0
2,25,2,0,2,2472,0
7,91,13,0,6,2319,0
1,77,22,0,6,2472,0
1,85,14,0,5,2472,0
1,74,12,0,5,2319,0
1,41,9,0,4,2472,0
1,11,7,0,4,2472,0
1,14,7,0,4,2472,0
2,28,4,0,2,2319,0
2,27,4,0,2,2319,0
4,39,5,0,2,5350,0
1,8,4,0,2,2319,0
1,11,4,0,2,5350,0
6,31,1,0,1,2319,0
10,111,9,0,5,533,0
6,29,1,0,1,2319,0
4,37,8,0,4,1634,0
5,112,29,0,5,2472,0
7,80,2,0,2,5350,0
3,22,5,0,2,5350,0
1,14,4,0,2,5350,0
4,86,15,0,5,533,0
4,105,20,0,5,533,0
2,25,1,0,1,533,0
46,676,9,0,6,2472,0
1,8,5,0,4,3997,0
1,11,5,0,4,3997,0
1,6,3,0,2,3997,0
1,11,5,0,4,3997,0
1,12,5,0,4,3997,0
1,6,5,0,4,3997,0
21,373,13,0,8,1636,0
1,8,5,0,4,3997,0
1,9,6,0,5,1636,0
1,8,5,0,4,3997,0
2,38,10,0,6,5350,0
1,6,5,0,4,3997,0
1,11,5,0,4,3997,0
6,89,7,0,5,2472,0
7,67,7,0,5,2472,0
1,10,5,0,4,3997,0
1,16,5,0,4,3997,0
1,5,5,0,4,3997,0
1,7,5,0,4,3997,0
1,11,5,0,4,3997,0
1,13,7,0,6,1296,0
5,126,12,0,8,505,0
3,43,13,0,8,412,0
2,49,5,0,4,3997,0
1,33,9,0,7,412,0
3,47,9,0,5,3997,0
3,57,6,0,5,1634,0
1,85,13,0,9,828,0
57,433,18,0,8,268,0
12,144,25,0,13,2319,0
11,85,13,0,6,268,0
1,232,9,0,6,2319,0
1,14,9,0,5,2319,0
1,5,5,0,4,3997,0
1,16,8,0,5,268,0
3,164,5,0,3,310,0
1,63,4,0,3,310,0
8,238,13,0,8,1296,0
8,109,4,0,3,5350,0
4,159,8,0,5,1296,0
3,327,5,0,3,310,0
1,137,4,0,2,3997,0
2,51,10,0,5,5350,0
4,74,3,0,3,1296,0
1,282,13,2,5,1296,0
1,38,1,0,1,828,0
1,62,3,0,2,2472,0
20,161,2,0,2,665,0
1,46,4,0,2,665,0
1,13,2,0,2,665,0
31,245,12,2,4,1296,0
1,15,4,0,3,665,0
1,7,4,0,3,665,0
2,90,4,0,4,2472,0
3,342,3,0,3,2319,0
6,91,10,0,7,5350,0
17,517,21,0,9,828,0
2,91,23,0,8,3997,0
3,65,24,0,12,2472,0
8,128,22,0,9,665,0
4,166,19,0,12,310,0
9,170,35,0,10,310,0
6,178,20,0,11,1126,0
7,95,4,0,2,3997,0
7,136,22,0,11,5350,0
5,58,5,0,4,1634,0
14,266,11,0,7,1126,0
7,89,8,0,6,5350,0
1,10,1,0,1,3997,0
1,48,9,0,6,1126,0
2,59,2,0,2,2319,0
1,70,10,0,5,2319,0
5,64,9,0,5,2319,0
1,30,6,0,5,2319,0
1,31,4,0,4,2472,0
1,10,1,0,1,3997,0
1,10,1,0,1,3997,0
16,322,24,0,10,5350,0
1,11,2,0,2,2319,0
3,50,7,0,5,2319,0
1,49,4,0,4,2472,0
1,55,17,0,7,3997,0
7,173,12,0,6,5350,0
3,50,12,0,9,3997,0
2,133,12,0,5,3997,0
2,124,13,0,7,2319,0
1,34,12,0,8,5350,0
1,44,14,0,7,3997,0
3,72,11,0,6,3997,0
2,59,9,0,7,2472,0
14,321,17,0,8,2472,0
5,155,11,0,6,2472,0
2,38,2,0,2,2472,0
4,67,2,0,2,2472,0
4,70,5,0,3,3997,0
3,48,9,0,3,3997,0
5,59,9,0,3,3997,0
1,28,10,0,4,5350,0
2,71,2,0,1,3997,0
1,76,2,0,1,3997,0
1,65,2,0,1,3997,0
1,71,2,0,1,3997,0
3,86,9,0,6,533,0
6,59,4,0,2,54,0
1,7,4,0,2,54,0
7,90,6,0,4,310,0
13,141,20,0,9,533,0
19,197,7,0,5,2319,0
1,86,6,0,4,310,0
1,25,7,0,4,54,0
1,5,4,0,2,54,0
1,7,4,0,2,54,0
1,6,4,0,2,54,0
1,109,11,0,5,5350,0
1,5,4,0,2,54,0
1,1,4,0,2,54,0
1,10,7,0,5,2319,0
1,6,4,0,2,54,0
11,60,10,0,4,5350,0
7,76,4,0,2,54,0
6,60,4,0,2,54,0
1,7,4,0,2,54,0
7,54,4,0,2,54,0
1,8,4,0,2,54,0
52,303,4,0,2,54,0
27,182,4,0,2,54,0
4,45,4,0,2,54,0
4,45,4,0,2,54,0
1,1,4,0,2,54,0
5,50,4,0,2,54,0
5,72,4,0,2,54,0
7,74,4,0,2,54,0
1,39,7,0,5,2319,0
1,20,7,0,5,2319,0
15,249,15,2,8,1296,0
3,102,13,0,5,5350,0
1,51,7,0,5,2319,0
53,555,27,0,8,2319,0
2,128,9,0,4,5350,0
3,38,3,0,3,2319,0
1,53,3,0,3,2319,0
91,552,4,0,2,54,0
1,10,4,0,2,54,0
10,97,6,0,4,2472,0
11,92,5,0,3,236,0
17,138,4,0,2,54,0
1,1,4,0,2,54,0
1,24,4,0,2,54,0
27,223,5,0,3,5350,0
22,225,4,0,2,54,0
1,22,4,0,2,54,0
40,282,4,0,2,54,0
10,130,12,0,6,5350,0
1,8,4,0,2,54,0
3,9,4,0,2,54,0
3,27,6,0,4,54,0
1,19,6,0,4,54,0
26,245,8,0,5,54,0
3,52,4,0,2,54,0
1,8,4,0,2,54,0
1,8,4,0,2,54,0
1,17,4,0,2,54,0
8,62,9,0,6,2319,0
26,199,4,0,2,54,0
18,274,15,0,6,5350,0
9,200,7,2,5,828,0
4,33,4,0,2,54,0
2,76,7,0,5,2319,0
1,59,4,0,2,54,0
1,141,4,0,2,54,0
1,85,4,0,2,54,0
1,72,4,0,2,54,0
1,30,9,0,5,54,0
1,19,4,0,2,54,0
4,131,6,0,4,1296,0
1,56,4,0,2,54,0
1,56,4,0,2,54,0
1,85,8,0,5,54,0
1,105,4,0,2,54,0
5,80,9,2,5,5350,0
8,116,6,0,4,5350,0
12,187,3,2,3,828,0
8,165,5,0,2,5350,0
1,42,10,0,5,5350,0
1,39,5,0,3,5350,0
10,253,12,2,6,5350,0
11,174,15,0,4,5350,0
1,50,7,0,4,1296,0
8,408,36,0,10,5350,0
2,131,3,0,1,3997,0
2,94,3,0,1,3997,0
20,329,3,0,1,3997,0
1,48,3,0,1,3997,0
1,88,3,0,1,3997,0
1,99,3,0,1,3997,0
1,22,3,0,1,3997,0
1,42,3,0,1,3997,0
1,96,3,0,1,3997,0
1,119,8,0,7,310,0
4,253,9,0,7,5350,0
1,57,10,2,6,828,0
11,212,17,0,9,2472,0
15,246,17,0,9,5350,0
58,706,27,0,10,5350,0
3,50,9,0,5,1634,0
3,27,5,0,4,3997,0
11,100,5,0,4,3997,0
13,101,5,0,4,3997,0
1,2,6,0,4,3997,0
2,52,11,0,7,7,0
48,393,12,0,7,7,0
1,19,5,0,4,3997,0
8,69,5,0,4,3997,0
17,187,5,0,4,3997,0
10,144,9,0,5,1634,0
8,120,5,0,4,3997,0
6,101,5,0,4,3997,0
3,30,5,0,4,3997,0
1,8,5,0,4,3997,0
1,22,5,0,4,3997,0
9,58,5,0,4,3997,0
4,29,5,0,4,3997,0
1,6,6,0,4,3997,0
1,7,5,0,4,3997,0
1,2,3,0,2,3997,0
5,33,5,0,4,3997,0
1,11,10,0,7,505,0
1,6,10,0,7,505,0
4,115,10,0,7,505,0
16,83,10,0,7,505,0
11,83,14,0,8,505,0
4,50,10,0,7,505,0
1,10,9,0,7,505,0
7,59,10,0,7,505,0
20,267,94,0,16,20,0
3,134,8,0,6,505,0
1,37,19,0,10,505,0
29,265,10,0,8,236,0
6,56,23,0,12,665,0
7,45,12,0,8,505,0
11,215,18,0,9,505,0
12,159,19,0,13,828,0
1,63,9,0,7,505,0
2,44,10,0,8,236,0
1,7,9,0,7,505,0
1,6,9,0,7,505,0
1,8,9,0,7,505,0
1,5,9,0,7,505,0
1,6,9,0,7,505,0
1,8,9,0,7,505,0
15,136,23,0,13,2472,0
6,53,15,0,9,665,0
1,23,9,0,7,505,0
11,440,21,0,9,5350,0
1,6,9,0,7,505,0
8,134,9,0,6,505,0
3,30,8,0,6,505,0
1,19,12,0,6,505,0
1,7,8,0,6,505,0
6,51,8,0,6,505,0
1,25,9,0,6,505,0
1,23,9,0,6,505,0
1,41,19,0,11,2472,0
2,87,5,0,5,505,0
1,73,21,0,11,2319,0
1,13,3,0,3,3997,0
10,81,21,0,10,2319,0
1,26,5,0,4,5350,0
1,11,3,0,3,3997,0
1,1,3,0,3,3997,0
1,15,3,0,3,3997,0
1,22,1,0,1,533,0
21,174,24,0,11,828,0
1,25,3,0,3,5350,0
17,139,9,0,6,412,0
4,108,20,0,9,1296,0
6,65,14,0,8,1296,0
3,36,6,0,5,5350,0
7,96,6,0,5,5350,0
17,129,8,0,6,5350,0
1,48,15,0,9,2319,0
15,147,1,0,1,533,0
4,66,11,0,7,1296,0
1,9,6,0,5,1296,0
1,137,17,0,9,3997,0
1,12,2,0,2,5350,0
1,8,2,0,1,2472,0
2,31,14,0,6,2319,0
4,22,2,0,1,3997,0
2,33,6,0,3,5350,0
2,37,3,0,2,2472,0
1,12,13,0,8,5350,0
1,32,46,0,14,3997,0
1,8,2,0,1,2319,0
1,5,5,0,3,5350,0
1,5,2,0,2,3997,0
1,40,35,0,9,5350,0
1,20,2,0,1,3997,0
1,20,7,0,6,665,0
1,1,5,0,2,533,0
1,16,5,0,4,2319,0
1,7,3,0,3,2319,0
1,40,5,0,3,3997,0
3,70,7,0,4,3997,0
1,11,6,0,5,2319,0
1,12,10,0,6,828,0
1,6,8,0,5,2472,0
1,5,6,0,4,828,0
1,13,2,0,2,665,0
1,6,9,0,4,828,0
1,7,10,0,5,665,0
1,22,9,0,6,236,0
1,22,9,0,6,236,0
1,12,15,0,9,533,0
1,12,2,0,1,3997,0
1,11,3,0,2,236,0
1,15,16,0,9,224,0
32,180,22,0,9,2319,0
18,112,6,0,5,1296,0
1,5,2,0,2,2319,0
1,13,5,0,4,5350,0
1,5,1,0,1,5350,0
1,16,7,0,5,1634,0
4,35,4,0,3,1634,0
26,216,47,0,10,5350,0
1,5,3,0,3,310,0
3,94,13,0,7,1634,0
1,5,7,0,5,2319,0
1,5,2,0,2,1296,0
1,5,2,0,1,5350,0
1,5,2,0,2,11,0
3,125,8,0,4,5350,0
1,5,2,0,2,11,0
5,122,11,2,3,2319,0
19,135,16,0,4,2319,0
5,72,5,0,3,5350,0
2,31,6,0,4,5350,0
1,1,2,0,1,3997,0
7,64,5,0,4,665,0
1,9,1,0,1,2319,0
1,5,2,0,1,3997,0
8,186,9,0,4,5350,0
1,5,2,0,1,5350,0
1,5,2,0,2,11,0
7,73,4,0,2,1636,0
1,5,2,0,2,665,0
4,34,6,0,4,1296,0
30,305,18,0,8,2319,0
43,688,18,0,9,1636,0
2,15,2,0,2,533,0
3,46,7,0,6,7,0
4,32,2,0,2,1296,0
1,12,4,0,4,5350,0
1,5,4,0,2,5350,0
1,15,2,0,2,828,0
7,55,16,0,6,5350,0
9,68,3,0,2,1636,0
6,42,7,0,4,505,0
4,79,13,0,7,1636,0
1,19,2,0,2,1636,0
1,8,103,0,15,828,0
5,79,7,0,4,828,0
4,32,3,0,3,2319,0
12,159,27,0,10,828,0
16,159,15,0,5,505,0
25,168,6,0,3,5350,0
1,37,8,0,5,5350,0
1,24,53,0,13,1296,0
4,52,10,0,5,2319,0
1,17,7,0,4,1296,0
4,140,42,0,13,1296,0
1,33,7,0,2,665,0
1,28,11,0,7,828,0
1,20,20,0,9,5350,0
1,14,79,0,18,5350,0
1,52,65,0,18,5350,0
1,22,2,0,1,3997,0
12,169,3,0,3,2319,0
1,13,26,0,11,2319,0
1,51,6,0,2,5350,0
1,11,19,0,9,828,0
2,42,29,0,10,5350,0
137,1398,333,0,21,5350,0
8,70,34,0,11,828,0
9,135,15,0,7,828,0
10,99,14,0,6,505,0
12,80,3,0,3,2319,0
5,80,13,0,6,505,0
1,1,1,0,1,3997,0
3,73,5,0,3,5350,0
3,28,21,0,8,1296,0
1,9,5,0,4,828,0
3,24,3,0,3,2319,0
1,32,5,0,4,5350,0
11,68,3,0,3,2319,0
31,895,23,0,9,5350,0
7,60,36,0,10,1296,0
1,24,8,0,6,828,0
1,12,3,0,2,2472,0
8,123,31,0,12,1296,0
1,8,7,0,5,828,0
1,24,9,0,6,828,0
10,128,18,0,8,1296,0
8,64,3,0,3,828,0
7,275,27,0,8,5350,0
1,71,8,0,6,5350,0
14,156,30,0,12,224,0
4,34,2,0,2,3997,0
9,63,5,0,2,5350,0
2,142,63,0,15,1296,0
1,1,1,0,1,533,0
1,1,3,0,3,5350,0
1,1,3,0,2,533,0
1,8,5,0,5,1296,0
1,6,10,0,6,5350,0
1,15,2,0,1,3997,0
1,1,2,0,1,3997,0
1,11,2,0,1,3997,0
1,16,4,0,3,5350,0
1,26,8,0,5,533,0
1,11,8,0,6,1296,0
7,154,29,0,9,1296,0
2,104,45,0,16,5350,0
5,92,7,0,5,5350,0
4,185,123,0,18,5350,0
1,9,14,0,6,1296,0
1,1,3,0,2,533,0
16,123,11,0,9,2472,0
1,12,16,0,7,505,0
1,13,14,0,6,5350,0
1,15,9,0,5,533,0
1,13,7,0,5,1634,0
1,24,16,0,7,1636,0
1,6,1,0,1,1296,0
1,1,2,0,1,3997,0
1,13,7,0,5,505,0
1,12,6,0,5,1636,0
1,6,3,0,3,1636,0
1,6,4,0,3,2319,0
3,116,22,0,9,2319,0
1,8,8,0,5,224,0
1,10,6,0,5,224,0
1,6,9,0,4,2319,0
1,9,1,0,1,5350,0
1,10,10,0,5,5350,0
1,1,1,0,1,533,0
1,24,28,0,6,2319,0
2,13,2,0,2,5350,0
1,16,6,0,4,5350,0
1,5,3,0,3,2472,0
1,7,3,0,3,2319,0
1,22,2,0,2,5350,0
1,5,2,0,2,5350,0
1,33,4,0,3,3997,0
1,6,5,0,4,2319,0
1,5,5,0,4,2319,0
1,19,5,0,4,1636,0
6,36,12,0,6,505,0
1,24,7,0,5,1636,0
22,255,22,0,10,533,0
1,21,2,0,2,5350,0
1,47,2,0,2,1636,0
1,34,5,0,4,1636,0
2,31,2,0,2,5350,0
1,18,2,0,2,5350,0
1,1,2,0,1,3997,0
1,15,2,0,2,1636,0
3,27,2,0,2,5350,0
10,66,2,0,2,5350,0
4,34,2,0,2,5350,0
4,37,2,0,2,5350,0
5,38,2,0,2,5350,0
6,57,2,0,2,5350,0
1,14,7,0,5,1636,0
3,31,2,0,2,5350,0
1,6,3,0,3,2319,0
1,30,2,0,2,5350,0
1,5,3,0,3,2319,0
4,68,4,0,3,5350,0
1,16,9,0,5,505,0
1,10,4,0,3,5350,0
1,30,15,0,8,224,0
1,6,3,0,3,2319,0
1,14,7,0,5,665,0
6,101,2,0,2,5350,0
1,5,5,0,4,2319,0
1,6,10,0,6,2472,0
2,25,2,0,1,3997,0
11,116,2,0,1,3997,0
7,56,2,0,1,3997,0
1,5,2,0,1,3997,0
1,6,7,0,5,1296,0
4,100,2,0,1,3997,0
2,20,2,0,1,3997,0
8,50,9,0,4,2319,0
4,39,6,0,2,2319,0
5,65,11,0,8,224,0
1,51,2,0,1,3997,0
3,34,2,0,1,3997,0
5,40,5,0,3,7,0
51,855,58,0,12,5350,0
1,27,2,0,1,3997,0
56,815,98,0,18,1296,0
1,23,2,0,1,3997,0
1,17,3,0,3,2319,0
3,31,3,0,3,2319,0
7,55,10,0,8,310,0
1,16,2,0,1,2472,0
12,209,21,0,8,1296,0
1,22,3,0,2,3997,0
8,43,3,0,2,3997,0
1,1,2,0,1,3997,0
3,38,2,0,1,3997,0
2,26,2,0,1,3997,0
4,46,4,0,3,828,0
1,5,2,0,1,5350,0
2,33,2,0,1,3997,0
3,60,5,0,4,665,0
2,26,3,0,3,2319,0
1,5,2,0,2,533,0
8,41,5,0,3,1636,0
2,51,6,0,2,2319,0
7,79,3,0,2,1636,0
13,109,2,0,2,1636,0
6,182,3,0,2,533,0
1,1,1,0,1,533,0
7,169,4,0,2,1636,0
6,103,10,0,6,533,0
1,27,24,0,4,5350,0
1,24,17,0,5,5350,0
1,4,2,0,2,533,0
1,5,4,0,2,5350,0
1,5,21,0,7,1296,0
1,5,14,0,7,2319,0
1,4,5,0,5,1296,0
1,24,8,0,5,2319,0
1,6,1,0,1,1636,0
1,19,8,0,4,2319,0
1,4,2,0,2,533,0
1,12,10,0,6,2319,0
1,11,9,0,3,5350,0
3,35,1,0,1,2319,0
1,6,1,0,1,2319,0
1,19,11,0,5,5350,0
1,9,8,0,4,5350,0
1,4,1,0,1,533,0
7,36,5,0,4,1296,0
4,31,4,0,3,1636,0
5,111,6,0,3,2319,0
19,186,47,0,12,5350,0
13,72,5,0,3,3997,0
4,20,7,0,5,2319,0
1,30,4,0,4,7,0
1,5,4,0,4,7,0
1,7,14,0,6,2319,0
1,11,4,0,4,7,0
4,36,7,0,4,5350,0
4,145,25,0,9,2319,0
1,5,2,0,2,2319,0
1,9,2,0,2,2319,0
5,72,12,0,6,533,0
7,54,16,0,8,2319,0
1,11,2,0,2,2472,0
1,21,4,0,3,5350,0
1,17,2,0,2,1636,0
13,223,21,0,7,5350,0
11,75,1,0,1,5350,0
1,26,2,0,2,5350,0
1,6,2,0,2,5350,0
5,93,11,0,4,2472,0
1,8,4,0,3,505,0
1,14,4,0,3,505,0
1,14,4,0,3,505,0
1,10,2,0,2,2319,0
22,282,17,0,8,828,0
1,49,4,0,4,828,0
1,8,2,0,2,2319,0
3,29,16,0,6,5350,0
1,12,3,0,3,505,0
5,95,8,0,6,665,0
1,34,4,0,3,1296,0
1,29,2,0,2,2319,0
41,350,5,0,5,533,0
2,57,4,0,3,1296,0
1,12,2,0,2,5350,0
1,25,2,0,2,5350,0
7,39,4,0,3,2319,0
1,5,2,0,2,5350,0
1,12,3,0,3,2319,0
51,449,21,0,7,505,0
9,93,6,0,2,5350,0
5,102,19,0,10,5350,0
1,19,18,0,7,1296,0
1,46,9,0,5,5350,0
3,16,3,0,3,310,0
1,15,6,0,2,5350,0
1,19,16,0,8,5350,0
8,219,23,0,9,2319,0
6,87,5,0,3,5350,0
1,7,19,0,8,5350,0
1,15,3,0,3,310,0
1,18,3,0,2,5350,0
7,46,3,0,2,5350,0
1,28,6,0,5,310,0
1,50,3,0,3,310,0
1,9,2,0,2,1404,0
1,32,7,0,3,1296,0
1,6,4,0,1,1296,0
2,34,4,0,3,665,0
1,6,3,0,3,5350,0
24,253,9,0,3,1296,0
30,720,47,0,11,5350,0
1,39,23,0,11,310,0
99,1186,114,1,15,665,0
1,16,6,0,4,224,0
1,11,7,0,4,5350,0
1,58,8,0,4,5350,0
1,33,3,0,3,5350,0
4,42,2,0,2,1636,0
1,20,2,0,1,533,0
1,1,3,0,3,5350,0
5,57,8,0,5,2319,0
1,24,4,0,2,224,0
1,24,3,0,2,533,0
2,45,6,0,1,533,0
1,7,2,0,1,533,0
1,8,1,0,1,533,0
1,9,3,0,1,533,0
1,13,9,0,6,5350,0
1,8,6,0,3,310,0
1,25,7,0,5,310,0
1,8,3,0,3,310,0
1,8,6,0,4,310,0
1,8,3,0,3,310,0
2,26,10,0,5,310,0
1,8,3,0,2,310,0
1,8,4,0,3,310,0
1,8,4,0,2,310,0
10,254,14,0,8,1296,0
1,8,1,0,1,533,0
3,46,5,0,4,5350,0
1,8,2,0,1,5350,0
5,42,8,0,5,310,0
3,49,3,0,2,1636,0
1,69,27,0,6,533,0
5,25,3,0,2,533,0
5,53,2,0,1,2319,0
11,61,9,0,6,310,0
1,47,18,0,8,310,0
1,20,14,0,7,665,0
1,9,4,0,3,2319,0
1,7,2,0,2,828,0
33,183,15,0,8,310,0
8,73,7,0,5,412,0
1,8,2,0,2,310,0
13,156,25,0,9,310,0
1,28,5,0,4,2319,0
1,26,5,0,1,533,0
1,36,2,0,1,533,0
3,22,2,0,1,533,0
2,44,15,0,6,310,0
3,47,15,0,5,5350,0
2,44,11,0,5,5350,0
2,51,11,0,4,5350,0
2,44,11,0,5,5350,0
2,41,15,0,5,5350,0
20,174,7,0,5,310,0
2,44,11,0,5,5350,0
2,42,10,0,4,5350,0
2,44,11,0,5,5350,0
2,42,10,0,4,5350,0
2,44,11,0,5,5350,0
2,51,10,0,4,5350,0
20,253,6,0,4,5350,0
5,63,8,0,5,5350,0
1,19,7,0,5,5350,0
2,44,11,0,5,5350,0
2,51,2,0,2,5350,0
4,115,13,0,3,5350,0
1,135,20,0,7,5350,0
31,143,7,0,3,5350,0
1,21,5,0,3,2319,0
2,44,11,0,5,5350,0
2,51,10,0,4,5350,0
2,44,11,0,5,5350,0
2,43,8,0,4,5350,0
14,146,19,0,8,1296,0
25,180,9,0,5,7,0
6,56,23,0,11,2472,0
1,12,12,0,5,7,0
2,30,16,0,7,2472,0
12,256,17,0,8,1296,0
16,172,15,0,5,2319,0
3,47,11,0,4,5350,0
5,53,15,0,6,2319,0
6,168,136,0,11,5350,0
3,85,5,0,3,1636,0
6,137,11,0,4,1296,0
26,403,14,0,5,1296,0
20,138,2,0,1,2319,0
1,16,27,0,6,665,0
17,465,32,0,8,665,0
1,232,28,0,9,665,0
5,49,4,0,3,2319,0
1,47,2,0,2,828,0
10,441,15,0,3,665,0
1,8,2,0,2,2319,0
1,7,5,0,2,1636,0
1,21,9,0,5,2319,0
1,6,3,0,2,2319,0
69,808,57,0,12,1296,1
8,128,4,0,2,665,0
1,7,3,0,2,2472,0
3,85,4,0,3,1404,0
1,84,4,0,2,2319,0
1,16,27,0,13,1404,0
1,37,20,0,9,5350,0
24,193,11,0,5,2319,0
1,7,4,0,4,2472,0
2,24,7,0,5,1634,0
14,161,19,0,10,2319,0
7,73,13,0,6,828,0
1,44,19,0,9,5350,0
1,64,25,0,11,1404,0
1,26,16,0,8,5350,0
9,123,22,0,10,2319,0
1,13,2,0,1,2319,0
1,13,2,0,1,2319,0
1,5,4,0,4,2472,0
20,73,10,0,3,5350,0
1,26,16,0,8,5350,0
1,9,25,0,11,2319,0
1,13,2,0,1,3997,0
1,30,4,0,2,2319,0
1,26,16,0,8,5350,0
4,82,29,0,12,1404,0
1,26,18,0,9,5350,0
1,9,25,0,11,2319,0
1,30,4,0,2,2319,0
24,223,40,0,11,2319,0
1,19,10,0,5,533,0
1,11,9,0,4,2472,0
1,38,16,0,8,5350,0
1,19,4,0,3,1636,0
1,19,4,0,3,1636,0
1,19,13,0,8,533,0
1,8,2,0,1,5350,0
1,6,24,0,8,5350,0
26,285,45,0,10,310,0
12,73,1,0,1,5350,0
6,64,3,0,2,828,0
3,29,4,0,2,2319,0
1,26,9,0,4,2319,0
1,18,4,0,3,1636,0
1,5,2,0,2,2319,0
6,52,3,0,1,5350,0
74,619,138,1,19,5350,0
47,752,198,1,22,665,0
45,492,121,0,18,665,0
1,170,37,0,11,665,0
10,127,88,0,16,310,0
3,60,2,0,1,3997,0
1,19,2,0,1,3997,0
1,18,5,0,4,1636,0
1,8,2,0,1,3997,0
1,48,67,0,15,665,0
3,81,65,0,14,5350,0
15,116,12,0,6,5350,0
6,82,5,0,3,5350,0
30,309,67,0,15,5350,0
1,9,4,0,3,1636,0
1,18,4,0,3,1636,0
1,19,2,0,2,533,0
3,49,8,0,4,828,0
2,38,2,0,2,1636,0
1,9,2,0,1,533,0
8,133,7,0,5,533,0
1,8,2,0,1,533,0
1,105,8,0,4,5350,0
3,42,13,0,7,5350,0
1,48,41,0,10,665,0
8,118,4,0,2,2319,0
1,6,2,0,1,3997,0
97,721,67,0,12,665,0
7,218,2,0,2,828,0
29,397,6,0,3,5350,0
2,68,2,0,2,828,0
2,117,2,0,2,828,0
54,366,10,0,5,1296,0
12,119,11,0,6,2319,0
19,171,11,0,6,1296,0
21,201,35,0,10,665,0
30,274,20,0,9,665,0
1,13,6,0,4,5350,0
1,26,2,0,1,3997,0
4,102,3,0,3,533,0
5,55,5,0,4,665,0
1,10,2,0,2,310,0
2,19,2,0,2,310,0
1,10,5,0,5,665,0
11,119,3,0,3,533,0
1,7,6,0,5,1634,0
1,16,1,0,1,3997,0
17,359,111,1,16,1296,0
1,12,9,0,3,2319,0
1,18,3,0,3,2319,0
9,73,12,0,7,665,0
2,19,13,0,8,1636,0
3,53,12,0,6,5350,0
3,40,12,0,6,828,0
5,39,13,0,6,5350,0
2,86,10,0,5,5350,0
3,58,55,0,10,828,0
10,150,54,0,10,5350,0
7,138,65,0,11,2319,0
9,92,9,0,5,665,0
7,49,32,0,11,59,0
1,5,4,0,3,7,0
1,17,10,0,7,5350,0
3,40,35,2,13,2319,0
1,62,8,0,6,2319,0
1,9,6,0,2,5350,0
1,18,3,0,3,2319,0
1,20,1,0,1,3997,0
6,68,6,0,2,5350,0
1,20,1,0,1,3997,0
1,27,36,0,9,5350,0
21,242,17,0,7,310,0
1,8,6,0,3,5350,0
1,35,16,0,7,665,0
24,196,17,0,10,533,0
57,409,21,0,11,505,0
33,278,40,0,12,505,0
1,8,6,0,3,5350,0
45,408,38,0,13,505,0
1,10,18,0,8,1634,0
1,11,2,0,1,5350,0
1,9,2,0,1,5350,0
1,4,1,0,1,3997,0
82,617,91,0,15,5350,0
1,19,22,0,8,5350,0
1,43,13,0,5,665,0
45,432,67,0,11,665,0
87,887,199,2,20,5350,0
1,10,15,0,7,1634,0
56,536,41,0,14,5350,0
17,153,15,0,9,1296,0
1,39,6,0,4,665,0
3,129,4,0,3,5350,0
2,133,10,0,5,665,0
12,164,13,0,7,665,0
1,12,5,0,4,5350,0
1,4,5,0,4,5350,0
4,112,2,0,2,665,0
12,212,5,0,3,5350,0
4,66,2,0,2,665,0
6,43,5,0,4,5350,0
13,227,5,0,4,2319,0
4,84,7,0,4,665,0
3,36,10,0,5,5350,0
20,321,19,0,10,5350,0
1,55,5,0,4,828,0
1,7,7,0,4,665,0
2,34,1,0,1,2319,0
2,34,1,0,1,2319,0
20,136,1,0,1,3997,0
50,393,20,0,11,2319,0
19,268,31,0,10,828,0
9,101,11,0,5,665,0
1,96,1,0,1,3997,0
5,72,11,0,4,5350,0
9,135,6,0,2,5350,0
1,6,1,0,1,236,0
10,77,13,0,6,5350,0
11,71,19,0,5,1296,0
27,161,2,0,2,665,0
1,188,2,0,2,2472,0
24,253,13,0,5,5350,0
6,83,1,0,1,2319,1
6,83,1,0,1,2319,1
21,205,5,0,4,5350,0
1,32,6,0,4,2319,0
15,220,55,0,14,1296,0
2,16,2,0,2,5350,0
51,383,72,0,14,5350,0
30,245,19,0,7,665,0
1,14,11,0,6,1296,0
3,31,4,0,2,5350,0
6,71,6,0,4,505,0
7,85,12,0,4,1296,0
1,6,1,0,1,2319,0
6,45,1,0,1,2319,0
1,6,1,0,1,2319,0
2,29,1,0,1,2319,0
1,5,2,0,2,665,0
1,16,4,0,2,5350,0
60,705,68,0,11,5350,0
8,70,25,0,8,5350,0
1,10,10,0,5,5350,0
1,29,4,0,3,5350,0
1,61,3,0,3,2319,0
24,565,82,0,17,5350,0
1,22,3,0,3,505,0
1,8,1,0,1,828,0
1,14,5,0,4,310,0
1,10,4,0,2,310,0
1,14,3,0,3,310,0
1,20,8,0,5,310,0
1,8,1,0,1,828,0
1,25,9,0,6,310,0
1,20,6,0,5,310,0
